name,website,root_domain,federal_state,profil,domain,mx_records,ips,asn,smtp_banner
Rathaus,http://www.Losheim.de,Losheim.de,Saarland,rathaus,Losheim.de,"['mail02.kraemer-it.cloud', 'mail01.kraemer-it.cloud']","['185.125.174.145', '185.168.141.45']","[{'asn': '203412', 'asn_org': 'KUES-DATA, DE', 'network': 'DE-KUES-DATA-20151110'}, {'asn': '9063', 'asn_org': 'SAARGATE-AS VSE NET GmbH, DE', 'network': 'DE-KRAEMER-IT-20200731'}]","['220 mail02.kraemer-it.cloud ESMTP Postfix (Debian/GNU)\r\n', '220 mail01.kraemer-it.cloud ESMTP Postfix (Debian/GNU)\r\n']"
Rathaus Gemeinde Saarwellingen,https://bildarchiv-saarwellingen.de/DE/inhalte/themen/0011_historischer_spaziergang/0011_historischer_spaziergang.php?part=spaziergang_01,bildarchiv-saarwellingen.de,Saarland,rathaus,bildarchiv-saarwellingen.de,"['mx01.ionos.de', 'mx00.ionos.de']","['217.72.192.67', '212.227.15.41']","[{'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'WEBDE1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}]","['554-kundenserver.de (mxeue102) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MZA07-1vsOtf3hWT-00PdO9\r\n', '554-kundenserver.de (mxeue003) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MCYuB-1w6Eob3gyB-007CZJ\r\n']"
Rathaus Schmelz,https://www.schmelz.de/,schmelz.de,Saarland,rathaus,schmelz.de,"['mail01.kraemer-it.cloud', 'mail02.kraemer-it.cloud']","['185.168.141.45', '185.125.174.145']","[{'asn': '9063', 'asn_org': 'SAARGATE-AS VSE NET GmbH, DE', 'network': 'DE-KRAEMER-IT-20200731'}, {'asn': '203412', 'asn_org': 'KUES-DATA, DE', 'network': 'DE-KUES-DATA-20151110'}]","['220 mail01.kraemer-it.cloud ESMTP Postfix (Debian/GNU)\r\n', '220 mail02.kraemer-it.cloud ESMTP Postfix (Debian/GNU)\r\n']"
Rathaus Dillingen/Saar,https://www.dillingen-saar.de,dillingen-saar.de,Saarland,rathaus,dillingen-saar.de,['mx.dillingen-saar.de'],['188.210.42.138'],"[{'asn': '42652', 'asn_org': 'DELUNET, DE', 'network': 'IX-INFRA-7860'}]",['220 mx.dillingen-saar.de ESMTP ready.\r\n']
Rathaus,https://www.merchweiler.de/,merchweiler.de,Saarland,rathaus,merchweiler.de,['mx2.merchweiler.de'],['212.18.197.131'],"[{'asn': '8937', 'asn_org': 'SALINK-AS Saarland, DE', 'network': 'GMDE-MERCHWEILER-NET'}]",['220 NoSpamProxy bereit\r\n']
Gemeindebüro,https://winterbach-saar.de/,winterbach-saar.de,Saarland,rathaus,winterbach-saar.de,"['mx01.ionos.de', 'mx00.ionos.de']","['217.72.192.67', '212.227.15.41']","[{'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'WEBDE1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}]","['554-kundenserver.de (mxeue103) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MdgCF-1vf7D01GYD-00dPLs\r\n', '554-kundenserver.de (mxeue003) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MmzeZ-1vVnXI1M5X-00hcy4\r\n']"
Rathaus II,https://www.wadgassen.de/rathaus-service/buergerservice/was-erledige-ich-wo/?L=238,wadgassen.de,Saarland,rathaus,wadgassen.de,"['mx.14v.de', 'mx2.14v.de']","['2a04:6c0:4:14::1', '213.239.194.187', '212.82.32.4']","[{'asn': '9067', 'asn_org': '', 'network': 'DE-SANET-20130128'}, {'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'HETZNER-RZ-NBG-NET2'}, {'asn': '9067', 'asn_org': '', 'network': 'SANET-NET'}]","['timed out', 'timed out']"
Rathaus Kreisstadt Homburg,https://www.homburg.de/,homburg.de,Saarland,rathaus,homburg.de,"['mx-01-eu-central-1.prod.hydra.sophos.com', 'mx-02-eu-central-1.prod.hydra.sophos.com']","['18.196.185.102', '3.72.183.147']","[{'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}, {'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZON-FRA'}]","['220 mx-01-eu-central-1.prod.hydra.sophos.com ESMTP Postfix\r\n', '220 mx-01-eu-central-1.prod.hydra.sophos.com ESMTP Postfix\r\n']"
Rathaus Marpingen,www.marpingen.de,marpingen.de,Saarland,rathaus,marpingen.de,['mail.marpingen.de'],['46.165.158.170'],"[{'asn': '42652', 'asn_org': 'DELUNET, DE', 'network': 'IX-INFRA-20697'}]",['220 mail.marpingen.de ESMTP ready\r\n']
Rathaus St. Johann,https://www.saarbruecken.de/de/rathaus/rathaus_st_johann,saarbruecken.de,Saarland,rathaus,saarbruecken.de,"['bl02-05.saarbruecken.de', 'bl02-06.saarbruecken.de']","['212.18.200.106', '212.18.200.105']","[{'asn': '8937', 'asn_org': 'SALINK-AS Saarland, DE', 'network': 'IKS-NET1'}, {'asn': '8937', 'asn_org': 'SALINK-AS Saarland, DE', 'network': 'IKS-NET1'}]","['220 bl02-05.saarbruecken.de ESMTP Exim 4.94.2 Mon, 20 Apr 2026 09:25:31 +0200\r\n', '220 bl02-06.saarbruecken.de ESMTP Exim 4.94.2 Mon, 20 Apr 2026 09:25:31 +0200\r\n']"
Rathaus Stolpen,https://www.oberelbe.de/cms-stolpen/buergerservice/,oberelbe.de,Sachsen,rathaus,oberelbe.de,"['mail.oberelbe.de', 'mxe878.netcup.net']","['202.61.232.120', '2a03:4000:0:52c:c814:d8ff:fea2:21a2']","[{'asn': '197540', 'asn_org': 'NETCUP-AS netcup GmbH, DE', 'network': 'NETCUP-NETWORK-202-61-224-0-20'}, {'asn': '197540', 'asn_org': 'NETCUP-AS netcup GmbH, DE', 'network': 'DE-NETCUP-20101202'}]","['220 mxe878.netcup.net ESMTP Postfix (Debian/GNU)\r\n', '220 mxe878.netcup.net ESMTP Postfix (Debian/GNU)\r\n']"
Gemeindeverwaltung Schönheide,https://www.gemeinde-schoenheide.de/,gemeinde-schoenheide.de,Sachsen,rathaus,gemeinde-schoenheide.de,"['s2vg300mr01.pzd-svn.de', 's2vg300mr02.pzd-svn.de']","['31.12.60.32', '31.12.60.33']","[{'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}, {'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}]","['timed out', 'timed out']"
Rathaus Osterwieck,https://www.stadt-osterwieck.de/,stadt-osterwieck.de,Sachsen,rathaus,stadt-osterwieck.de,['smtpin.rzone.de'],"['2a01:238:20a:202:50f0::1097', '81.169.145.97']","[{'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-SHARED-KARLSRUHE'}, {'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-KA'}]",['220 smtpin.rzone.de ESMTP RZmta 55.0.1 ready (mi27)\r\n']
Stadtverwaltung Radeberg,https://www.radeberg.de/,radeberg.de,Sachsen,rathaus,radeberg.de,"['s2vg300mr02.pzd-svn.de', 's2vg300mr01.pzd-svn.de']","['31.12.60.33', '31.12.60.32']","[{'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}, {'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}]","['timed out', 'timed out']"
Stadtverwaltung Bad Muskau,https://www.badmuskau.de/seite/399673/rathaus.html,badmuskau.de,Sachsen,rathaus,badmuskau.de,['sslmail.verwaltungsportal.de'],['88.198.106.46'],"[{'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'PORTUNA-NEUE-MEDIEN-GMBH'}]",['220 evergreen.verwaltungsportal.de\r\n']
Rathaus Großenhain,https://www.grossenhain.de/,grossenhain.de,Sachsen,rathaus,grossenhain.de,"['mxext3.mailbox.org', 'backupmx-muc.domain-robot.org', 'backupmx.domain-robot.org', 'backupmx-ffm.domain-robot.org', 'mxext1.mailbox.org', 'mxext2.mailbox.org']","['80.241.60.216', '80.241.60.215', '2001:8d8:580:401:217:160:113:166', '80.241.60.212', '2001:67c:2050:104:0:2:25:1', '2001:4178:3:1382:62:116:168:16', '217.160.113.166', '62.116.168.16', '195.34.161.36', '2001:67c:2050:104:0:1:25:1', '2001:67c:2050:104:0:3:25:1', '2a01:130:2000:118:195:34:161:36']","[{'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'IONOS-NETWORK'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '15456', 'asn_org': 'INTERNETX-AS, DE', 'network': 'DE-INTERNETX-20041013'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}, {'asn': '15456', 'asn_org': 'INTERNETX-AS, DE', 'network': 'INTERNETX_RESOURCES_2005-2007'}, {'asn': '8495', 'asn_org': 'INTERNET_AG Frankfurt-Munich-Stuttgart-Amsterdam-London, DE', 'network': 'INTERNETX-FFM-NET'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '8495', 'asn_org': 'INTERNET_AG Frankfurt-Munich-Stuttgart-Amsterdam-London, DE', 'network': 'INTERNETX-NET-FFM'}]","['220 mx3.mailbox.org ESMTP Postfix\r\n', '220-backupmx-muc.domain-robot.org ESMTP Postfix\r\n', '220-backupmx-ka.domain-robot.org ESMTP Postfix\r\n', '220-backupmx-ffm.domain-robot.org ESMTP Postfix\r\n', '220 mx1.mailbox.org ESMTP Postfix\r\n', '220 mx2.mailbox.org ESMTP Postfix\r\n']"
Gemeindeverwaltung,https://www.mockrehna.de/,mockrehna.de,Sachsen,rathaus,mockrehna.de,"['s2vg300mr01.pzd-svn.de', 's2vg300mr02.pzd-svn.de']","['31.12.60.32', '31.12.60.33']","[{'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}, {'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}]","['timed out', 'timed out']"
Rathaus Deuben,http://www.freital.de/showobject.phtml?La=1&object=tx|530.3832.1,freital.de,Sachsen,rathaus,freital.de,"['mx-dsa.netarix.net', 'mx-dsb.netarix.net']","['2a0a:4cc0:40:845::1', '78.46.197.172', '2a03:4000:62:e59:587e:daff:feaa:d266', '2a01:4f8:c17:cfd3::1', '152.53.104.49', '185.190.68.60', '185.190.68.61', '2a0a:4c0:a::de60', '2a01:4f9:c012:6986::1', '89.58.25.143', '5.132.159.113', '65.108.148.143', '2a0a:4c0:a::de61']","[{'asn': '197540', 'asn_org': 'NETCUP-AS netcup GmbH, DE', 'network': 'DE-NETCUP-KVM-VIE'}, {'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'CLOUD-FSN1'}, {'asn': '197540', 'asn_org': 'NETCUP-AS netcup GmbH, DE', 'network': 'DE-NETCUP-20101202'}, {'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'CLOUD-FSN1'}, {'asn': '47147', 'asn_org': 'AS-ANX ANEXIA Internetdienstleistungs GmbH, AT', 'network': 'NL-NETCUP-KVM'}, {'asn': '206303', 'asn_org': 'AS-ITHEINRICH, DE', 'network': 'IHG-ITHEINRICH-01'}, {'asn': '206303', 'asn_org': 'AS-ITHEINRICH, DE', 'network': 'IHG-ITHEINRICH-01'}, {'asn': '206303', 'asn_org': 'AS-ITHEINRICH, DE', 'network': 'DE-ITHEINRICH-20170215'}, {'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'CLOUD-HEL1'}, {'asn': '197540', 'asn_org': 'NETCUP-AS netcup GmbH, DE', 'network': 'DE-NETCUP-20051123'}, {'asn': '47692', 'asn_org': 'NESSUS, AT', 'network': 'AT-GLOBAL-CLOUD-NETWORK'}, {'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'CLOUD-HEL1'}, {'asn': '206303', 'asn_org': 'AS-ITHEINRICH, DE', 'network': 'DE-ITHEINRICH-20170215'}]","['220 mx-fi01.netarix.net ESMTP mx-fi01 ds-tls Helsinki\r\n', '220 mx-de61.netarix.net ESMTP Dualstack A HA Dresden1\r\n']"
Gemeindeverwaltung Großpösna,https://grosspoesna.com/grosspoesna/leben-in-grosspoesna/ortschaften/grosspoesna/,grosspoesna.com,Sachsen,rathaus,grosspoesna.com,['The DNS response does not contain an answer to the question: grosspoesna.com. IN MX'],['label empty or too long'],"[""'label empty or too long' does not appear to be an IPv4 or IPv6 address""]",['label empty or too long']
Rathaus Grüna,https://www.gruena-online.de/,gruena-online.de,Sachsen,rathaus,gruena-online.de,"['mxext2.mailbox.org', 'mxext1.mailbox.org', 'mxext3.mailbox.org']","['80.241.60.216', '80.241.60.215', '80.241.60.212', '2001:67c:2050:104:0:2:25:1', '2001:67c:2050:104:0:1:25:1', '2001:67c:2050:104:0:3:25:1']","[{'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}]","['220 mx2.mailbox.org ESMTP Postfix\r\n', '220 mx1.mailbox.org ESMTP Postfix\r\n', '220 mx3.mailbox.org ESMTP Postfix\r\n']"
Stadtverwaltung,http://www.aschersleben.de,aschersleben.de,Sachsen,rathaus,aschersleben.de,"['smtp.aschersleben.de', 'mailin.aschersleben.de']","['217.5.210.60', '217.5.210.62']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'STADTVERWALTUNG-ASCHERSLEBEN-NET'}, {'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'STADTVERWALTUNG-ASCHERSLEBEN-NET'}]","[""554-smtp.aschersleben.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n"", ""554-mailin.aschersleben.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n""]"
Gemeindeamt Oybin,https://oybin.com/gemeinde-oybin/rathaus,oybin.com,Sachsen,rathaus,oybin.com,['smtpin.rzone.de'],"['2a01:238:20a:202:50f0::1097', '81.169.145.97']","[{'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-SHARED-KARLSRUHE'}, {'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-KA'}]",['220 smtpin.rzone.de ESMTP RZmta 55.0.1 ready (mi84)\r\n']
Rathaus,https://www.markersdorf.de/page.php?p=34,markersdorf.de,Sachsen,rathaus,markersdorf.de,['w01157b0.kasserver.com'],['85.13.132.52'],"[{'asn': '34788', 'asn_org': 'NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE', 'network': 'NMM-NET-1'}]",['220 dd7804.kasserver.com ESMTP\r\n']
Ascherslebener Gebäude- und Wohnungsgesellschaft mbH,https://agw-asl.de/,agw-asl.de,Sachsen,rathaus,agw-asl.de,['agwasl-de0i.mail.protection.outlook.com'],"['2a01:111:f403:ca27::', '52.101.170.2', '2a01:111:f403:ca2d::1', '2a01:111:f403:ca2d::2', '2a01:111:f403:ca2d::', '52.101.170.0', '52.101.168.0', '52.101.170.1']","[{'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}]","['220 FR3PEPF00000484.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 20 Apr 2026 07:25:36 +0000 [08DE9CF9C2B68DB5]\r\n']"
Stadtwerke Aschersleben,https://www.sw-aschersleben.de/,sw-aschersleben.de,Sachsen,rathaus,sw-aschersleben.de,['filter.webmatic.de'],"['185.184.215.27', '2a02:238:f031::27']","[{'asn': '16097', 'asn_org': 'HLKOMM 04107 Leipzig, DE', 'network': 'WMT-LPZ-DC2'}, {'asn': '16097', 'asn_org': 'HLKOMM 04107 Leipzig, DE', 'network': 'HL-WEBMATIC'}]",['220-filter.webmatic.de ESMTP Proxmox\r\n']
Gemeindeverwaltung Cavertitz,https://www.cavertitz.de/kontakt.html,cavertitz.de,Sachsen,rathaus,cavertitz.de,['sslmail.verwaltungsportal.de'],['88.198.106.46'],"[{'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'PORTUNA-NEUE-MEDIEN-GMBH'}]",['220 evergreen.verwaltungsportal.de\r\n']
Stadtverwaltung Dessau-Roßlau,http://www.dessau-rosslau.de,dessau-rosslau.de,Sachsen,rathaus,dessau-rosslau.de,['mx1.dessau-rosslau.de'],['89.107.163.58'],"[{'asn': '216451', 'asn_org': 'DATEL-, DE', 'network': 'STANDLEITUNG-DESSAU'}]",['554 No SMTPd here   202604200725340059266;1\r\n']
Rathaus Treuen,https://www.treuen.de,treuen.de,Sachsen,rathaus,treuen.de,"['s2vg300mr02.pzd-svn.de', 's2vg300mr01.pzd-svn.de']","['31.12.60.33', '31.12.60.32']","[{'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}, {'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}]","['timed out', 'timed out']"
Stadtteilzentrum Süd,https://halle.de/,halle.de,Sachsen,rathaus,halle.de,"['mailgate1.halle.de', 'mailgate2.halle.de']","['217.16.167.30', '217.16.167.31']","[{'asn': '35515', 'asn_org': 'EVH-AS, DE', 'network': 'DE-IT-CONSULT-20000911'}, {'asn': '35515', 'asn_org': 'EVH-AS, DE', 'network': 'DE-IT-CONSULT-20000911'}]","['450 4.3.2 try again later\r\n', '450 4.3.2 try again later\r\n']"
Rathaus Wilsdruff,https://www.wilsdruff.de/,wilsdruff.de,Sachsen,rathaus,wilsdruff.de,['smtpin.rzone.de'],"['2a01:238:20a:202:50f0::1097', '81.169.145.97']","[{'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-SHARED-KARLSRUHE'}, {'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-KA'}]",['220 smtpin.rzone.de ESMTP RZmta 55.0.1 ready (mi69)\r\n']
Stadtverwaltung Halberstadt,https://www.halberstadt.de/,halberstadt.de,Sachsen,rathaus,halberstadt.de,['mailgate.halberstadt.de'],['116.202.110.33'],"[{'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'CLOUD-FSN1'}]",['220-mailgate.halberstadt.de ESMTP Proxmox\r\n']
Gemeindeamt,https://www.rammenau.de,rammenau.de,Sachsen,rathaus,rammenau.de,['sslmail.verwaltungsportal.de'],['88.198.106.46'],"[{'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'PORTUNA-NEUE-MEDIEN-GMBH'}]",['220 evergreen.verwaltungsportal.de\r\n']
Rathaus,https://www.altenberg.de/rathaus,altenberg.de,Sachsen,rathaus,altenberg.de,"['s2vg300mr02.pzd-svn.de', 's2vg300mr01.pzd-svn.de']","['31.12.60.33', '31.12.60.32']","[{'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}, {'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}]","['timed out', 'timed out']"
Gemeindeverwaltung Steina,https://www.steina-sachsen.de/,steina-sachsen.de,Sachsen,rathaus,steina-sachsen.de,"['mxext2.mailbox.org', 'mxext1.mailbox.org', 'backupmx.domain-robot.org', 'mxext3.mailbox.org']","['80.241.60.216', '80.241.60.215', '2001:8d8:580:401:217:160:113:166', '80.241.60.212', '2001:67c:2050:104:0:2:25:1', '217.160.113.166', '2001:67c:2050:104:0:1:25:1', '2001:67c:2050:104:0:3:25:1']","[{'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'IONOS-NETWORK'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'MAILBOXORG-NET1'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}, {'asn': '199118', 'asn_org': 'HPLS-AS, DE', 'network': 'JPBERLIN'}]","['220 mx2.mailbox.org ESMTP Postfix\r\n', '220 mx1.mailbox.org ESMTP Postfix\r\n', '220-backupmx-ka.domain-robot.org ESMTP Postfix\r\n', '220 mx3.mailbox.org ESMTP Postfix\r\n']"
Stadtverwaltung Netzschkau,https://www.netzschkau.de/,netzschkau.de,Sachsen,rathaus,netzschkau.de,"['s2vg300mr01.pzd-svn.de', 's2vg300mr02.pzd-svn.de']","['31.12.60.32', '31.12.60.33']","[{'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}, {'asn': '61352', 'asn_org': 'SUB-LIR-SN-AS Sub-LIR SN, DE', 'network': 'V4SN'}]","['timed out', 'timed out']"
Gemeindeverwaltung Kodersdorf,https://www.kodersdorf.de/,kodersdorf.de,Sachsen,rathaus,kodersdorf.de,['w01408ef.kasserver.com'],['85.13.141.203'],"[{'asn': '34788', 'asn_org': 'NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE', 'network': 'NMM-NET-1'}]",['220 dd36812.kasserver.com ESMTP\r\n']
Rathaus der Großen Kreisstadt Oelsnitz/Vogtl.,https://www.oelsnitz.de/,oelsnitz.de,Sachsen,rathaus,oelsnitz.de,"['mobibox.eu', 'mproxy.pitcom.net']","['2a00:1ca0:1000:1040::44', '80.243.45.68', '2a00:1ca0:1000:1280::92', '94.100.78.146']","[{'asn': '21413', 'asn_org': 'ENVIA-TEL-AS D-09114 Chemnitz, DE', 'network': 'PITCOM-LAN'}, {'asn': '21413', 'asn_org': 'ENVIA-TEL-AS D-09114 Chemnitz, DE', 'network': 'PITCOM-LAN'}, {'asn': '21413', 'asn_org': 'ENVIA-TEL-AS D-09114 Chemnitz, DE', 'network': 'PITCOM-LAN'}, {'asn': '21413', 'asn_org': 'ENVIA-TEL-AS D-09114 Chemnitz, DE', 'network': 'PITCOM-NET'}]","['220 mail.mobibox.eu pitcom ESMTP ready\r\n', '220 mproxy.pitcom.net ESMTP Postfix\r\n']"
Rathaus Sohland an der Spree,https://www.sohland.de,sohland.de,Sachsen,rathaus,sohland.de,"['mx00.ionos.de', 'mx01.ionos.de']","['217.72.192.67', '212.227.15.41']","[{'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'WEBDE1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}]","['554-kundenserver.de (mxeue003) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MDNig-1w5PKr3pQc-008a8z\r\n', '554-kundenserver.de (mxeue101) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MwAx0-1vMcJv3vOe-00w5uJ\r\n']"
Stadt Wilthen,https://www.wilthen.de/,wilthen.de,Sachsen,rathaus,wilthen.de,['mail.edb-mail.com'],['178.63.224.218'],"[{'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'EDB-DATENBANKGESELLSCHAFT-HANEL-MBH'}]",['220 Welcome to EDB\r\n']
